idade,data,endereco,estado,salario,nivel_educacao,numero_filhos,estado_civil,area_atuacao
42,04/01/1982,"Alameda de Porto, 527
Coração De Jesus
46067-261 Martins Grande / PE",Santa Catarina,5290.16,Ensino Médio,0,Solteiro,Tecnologia
19,14/12/2004,"Praia Teixeira
Belvedere
63500-732 Cardoso de Nogueira / TO",Rondônia,4852.8,Ensino Médio,0,Casado,Educação
24,03/04/2000,"Esplanada Oliveira, 216
Engenho Nogueira
17249-884 Nascimento de Barros / PB",Alagoas,2673.18,Ensino Médio,1,Casado,Educação
61,16/10/1962,"Estrada de da Cruz, 479
Solar Do Barreiro
90550-986 Fernandes / MT",Rio de Janeiro,12787.47,Ensino Médio,0,Solteiro,Tecnologia
28,27/01/1996,"Aeroporto Clarice Silva, 528
Floramar
34278823 das Neves de Goiás / MS",Rio de Janeiro,4283.48,Ensino Médio,1,Solteiro,Comércio
19,24/06/2004,"Setor Ramos, 96
Marieta 3ª Seção
03201-241 Ribeiro / RS",Amapá,4084.66,Ensino Médio,0,Casado,Tecnologia
57,16/03/1967,"Jardim de Souza, 61
Califórnia
62677443 Barbosa de Goiás / PE",Maranhão,3736.04,Ensino Fundamental,1,Divorciado,Comércio
56,01/06/1967,"Estrada de da Paz, 2
Vila Maloca
29000115 Correia / RO",Espírito Santo,3699.43,Ensino Fundamental,0,Casado,Indústria
39,03/04/1985,"Conjunto de Ferreira, 12
Lindéia
06474-673 Monteiro / MG",Tocantins,6252.22,Ensino Fundamental,1,Casado,Saúde
28,10/08/1995,"Largo de da Cunha, 99
Vila Fumec
44298-872 Martins Verde / SE",Rondônia,8816.52,Ensino Superior,2,Casado,Educação
60,26/11/1963,"Travessa de da Mata
Jardim Montanhês
73099-288 Dias / MS",Maranhão,3583.88,Ensino Fundamental,2,Solteiro,Comércio
50,31/03/1974,"Avenida Melissa Freitas, 8
Palmeiras
15569-285 Azevedo das Pedras / SP",Goiás,2091.77,Ensino Fundamental,2,Solteiro,Comércio
91,21/01/1933,"Quadra Isabelly Souza, 3
Jardim Do Vale
80912-442 Freitas Grande / SE",Piauí,5096.03,Ensino Médio,0,Casado,Educação
23,21/02/2001,"Aeroporto Cardoso, 45
São Francisco
87670264 Porto / PR",Rio Grande do Norte,6388.53,Pós-graduação,0,Viúvo,Educação
29,21/10/1994,"Pátio de Peixoto, 89
Petropolis
64321-720 Pires / AL",Ceará,4342.14,Ensino Médio,0,Casado,Educação
29,17/09/1994,"Viela de Barros, 48
Vila Real 2ª Seção
98114-318 Gonçalves Alegre / SE",Piauí,3843.74,Ensino Médio,0,Solteiro,Tecnologia
19,23/04/2004,"Campo Henrique Barbosa, 74
Vila Nova Cachoeirinha 2ª Seção
69583109 da Luz / GO",Sergipe,5943.5,Ensino Médio,0,Casado,Comércio
90,19/02/1934,"Lago de Almeida
Marilandia
39156-923 Pinto / CE",Paraíba,9314.82,Ensino Médio,1,Casado,Tecnologia
19,04/01/2005,"Núcleo de Oliveira
Nazare
04047-316 Rocha / MG",Pará,4017.41,Ensino Superior,2,Casado,Saúde
38,30/10/1985,"Recanto de Freitas
Canadá
28046032 da Cunha / RJ",Maranhão,8810.39,Ensino Superior,3,Solteiro,Educação
21,29/10/2002,"Vale de Fogaça, 108
Conjunto Lagoa
48551-461 Gonçalves Paulista / DF",Piauí,6457.98,Ensino Médio,0,Casado,Tecnologia
39,09/01/1985,"Rua Ana Laura Costa, 3
Vila São João Batista
27023084 Gomes / AC",Goiás,4500.83,Ensino Médio,3,Casado,Saúde
28,11/06/1995,"Sítio Cauê Lima, 54
Xodo-Marize
10387625 Lopes do Campo / RJ",Roraima,3585.28,Ensino Fundamental,0,Casado,Educação
26,08/05/1997,"Parque Nunes, 945
Olhos D'água
53300-899 Moura Paulista / AC",Paraíba,8747.09,Ensino Médio,0,Divorciado,Tecnologia
21,23/05/2002,"Estrada Juliana Ferreira, 46
Santa Amelia
56011-395 Rodrigues / MA",Mato Grosso do Sul,2257.74,Ensino Médio,0,Solteiro,Educação
82,14/10/1941,"Esplanada de Ramos, 748
Marajó
12207316 Peixoto / MG",Rio Grande do Sul,2232.24,Ensino Médio,0,Casado,Educação
18,08/02/2006,"Colônia de Correia, 98
Nova Gameleira
05851521 Azevedo do Galho / RO",Maranhão,4597.18,Ensino Médio,0,Casado,Comércio
31,04/12/1992,"Vereda Barros, 94
Nova Floresta
81031486 Araújo / MS",Rondônia,9757.36,Ensino Médio,0,Casado,Tecnologia
20,26/07/2003,"Largo de Azevedo
Santa Margarida
93368545 Vieira / MA",Pará,3176.87,Ensino Médio,2,Casado,Tecnologia
26,07/04/1998,"Vale Castro, 6
Tupi A
53481316 Barbosa / TO",Rio de Janeiro,7309.65,Ensino Superior,2,Casado,Comércio
69,05/07/1954,"Lago de Correia, 14
Castanheira
05896-451 Lima / CE",Mato Grosso,19037.14,Ensino Superior,1,Solteiro,Tecnologia
52,31/10/1971,"Fazenda de Moreira, 58
São Paulo
64885915 da Conceição / AM",Paraíba,5072.31,Ensino Fundamental,0,Solteiro,Tecnologia
26,26/03/1998,"Sítio da Mota, 166
Alípio De Melo
08784-301 Silveira de Ferreira / RO",Goiás,3877.45,Ensino Médio,1,Solteiro,Saúde
36,08/11/1987,"Sítio de Oliveira, 89
Estrela Do Oriente
63233-738 Souza de Viana / PI",Pernambuco,2725.41,Ensino Fundamental,0,Casado,Educação
54,20/01/1970,"Lagoa Elisa Barbosa, 49
Pompéia
14983-245 Santos do Galho / PA",Maranhão,5972.51,Ensino Médio,1,Solteiro,Indústria
43,17/12/1980,"Chácara de Monteiro, 383
Vila Pinho
04610-604 Barros das Flores / BA",Piauí,14369.41,Ensino Médio,3,Solteiro,Tecnologia
24,16/01/2000,"Favela Aragão, 77
Vila Suzana Primeira Seção
95658-209 Pires da Praia / PB",Pernambuco,3643.97,Ensino Médio,2,Solteiro,Indústria
19,05/09/2004,"Lagoa Aragão
Caiçaras
00244663 Cardoso de Correia / RS",Rio de Janeiro,1891.74,Ensino Fundamental,0,Solteiro,Indústria
49,17/01/1975,"Parque Cauê Lima, 81
Álvaro Camargos
82630-774 Ribeiro do Campo / MG",Rio de Janeiro,7402.72,Ensino Fundamental,1,Casado,Tecnologia
19,09/04/2005,"Vila de Nascimento, 25
Nossa Senhora De Fátima
13387-180 da Cruz / ES",Distrito Federal,5826.08,Ensino Médio,0,Solteiro,Saúde
78,01/02/1946,"Sítio de da Cunha
Vila Nova Cachoeirinha 2ª Seção
10195-806 da Conceição do Norte / AP",Paraíba,17061.56,Ensino Médio,1,Solteiro,Saúde
61,20/10/1962,"Colônia Davi Luiz Jesus, 2
Vila São Gabriel
09418-618 Almeida / TO",São Paulo,14443.07,Ensino Médio,0,Casado,Tecnologia
27,05/05/1996,"Residencial Souza, 720
Lorena
18799-280 da Cruz de da Rocha / RR",Minas Gerais,6803.12,Ensino Médio,0,Casado,Tecnologia
22,01/01/2002,"Via Yuri Jesus, 87
Mala E Cuia
48946-349 da Costa / PE",Mato Grosso do Sul,4839.63,Ensino Superior,0,Divorciado,Indústria
23,17/08/2000,"Residencial Novaes, 895
Vila Real 1ª Seção
59641-315 da Costa / MA",Pernambuco,3289.6,Ensino Médio,1,Casado,Comércio
57,22/11/1966,"Passarela de Porto, 1
Conjunto Lagoa
70876-389 Gomes de da Rosa / RJ",Rio Grande do Sul,24990.56,Ensino Superior,0,Casado,Tecnologia
62,21/02/1962,"Parque de da Cruz, 65
Conjunto Providencia
93730-289 Araújo da Prata / PI",Espírito Santo,10699.08,Ensino Superior,2,Casado,Educação
23,17/01/2001,"Parque Mariane da Costa, 849
Pindorama
45697-042 Farias do Oeste / GO",Tocantins,2251.53,Ensino Médio,0,Casado,Educação
58,08/07/1965,"Avenida Lima, 83
São Bernardo
90170-382 Duarte do Amparo / PB",Goiás,8256.64,Ensino Superior,1,Casado,Indústria
52,31/07/1971,"Estação de da Paz, 35
Vila Olhos D'água
44892872 Melo das Flores / MA",Acre,5143.6,Ensino Médio,1,Casado,Saúde
20,09/04/2004,"Distrito Valentina Viana, 227
Savassi
08025-998 Silveira / AM",Maranhão,10898.1,Pós-graduação,0,Solteiro,Comércio
45,26/04/1978,"Loteamento Dias, 94
Flavio De Oliveira
75646-161 Rezende Alegre / MA",Amazonas,5488.27,Ensino Médio,0,Solteiro,Indústria
23,01/01/2001,"Recanto Rafael das Neves, 27
Gutierrez
50434814 Jesus do Galho / AC",Alagoas,4579.22,Ensino Superior,1,Casado,Comércio
29,22/07/1994,"Distrito Rezende, 67
Eymard
56906-274 Sales de Azevedo / RS",Ceará,5713.89,Ensino Superior,0,Casado,Indústria
61,03/10/1962,"Avenida Alves, 9
Vila Aeroporto
56864283 da Luz da Mata / TO",Maranhão,5892.71,Ensino Médio,2,Casado,Comércio
33,05/06/1990,"Pátio Ferreira, 34
Vila Piratininga
83201-013 Santos / PE",Sergipe,6740.39,Ensino Médio,2,Solteiro,Tecnologia
54,02/04/1970,"Lagoa de Rocha, 7
Vila Ouro Minas
43660833 Aragão / TO",Piauí,5036.22,Ensino Fundamental,0,Casado,Tecnologia
85,30/04/1938,"Rodovia Araújo, 6
Nossa Senhora Da Aparecida
13623837 da Conceição / BA",Amapá,3144.66,Ensino Fundamental,0,Casado,Tecnologia
46,27/10/1977,"Jardim Cunha, 26
Dom Silverio
04945606 Castro / RN",Rondônia,6740.85,Ensino Médio,0,Solteiro,Saúde
40,13/09/1983,"Ladeira Jesus, 22
Gameleira
67063-036 Vieira / PE",Rio Grande do Norte,12609.86,Ensino Superior,2,Casado,Indústria
64,20/06/1959,"Estrada Bianca Martins, 628
Santo André
45987-320 Barros Paulista / RS",Paraná,11709.85,Ensino Superior,1,Casado,Educação
71,26/09/1952,"Condomínio Gustavo Henrique Moreira
Solar Do Barreiro
32366-182 Azevedo / PI",Rio de Janeiro,11918.59,Ensino Superior,2,Divorciado,Indústria
60,09/02/1964,"Favela de da Mata, 2
Pilar
19365-385 Azevedo do Galho / TO",Amazonas,6967.11,Ensino Médio,1,Casado,Saúde
20,10/12/2003,"Colônia de Jesus, 73
Luxemburgo
30529539 Campos Grande / SP",Mato Grosso do Sul,4969.53,Ensino Superior,3,Solteiro,Tecnologia
22,26/05/2001,"Viaduto Leandro Lopes, 64
Barro Preto
45252-004 Sales / RR",São Paulo,6269.19,Ensino Médio,4,Solteiro,Tecnologia
46,18/06/1977,"Lagoa Larissa Costela, 39
São Lucas
98204985 Mendes de da Costa / RO",Bahia,9057.02,Ensino Médio,1,Casado,Saúde
40,20/01/1984,"Esplanada da Mota, 890
Silveira
85966-521 Moura / DF",Piauí,8395.99,Ensino Médio,2,Casado,Saúde
32,29/04/1991,"Condomínio de Ferreira, 62
Marieta 3ª Seção
61050752 Correia Grande / AL",Rio Grande do Norte,3686.56,Ensino Médio,1,Casado,Saúde
25,15/02/1999,"Quadra de Cardoso, 8
São Cristóvão
50085892 Nunes de Fogaça / PE",Sergipe,2428.66,Ensino Médio,2,Casado,Educação
33,14/03/1991,"Lago de Oliveira, 76
Carmo
84572958 da Luz / AC",Pará,4806.83,Ensino Superior,3,Casado,Educação
21,13/05/2002,"Feira Alexandre da Luz, 87
Vitoria Da Conquista
61643586 Costela / RS",Maranhão,4131.12,Ensino Médio,1,Solteiro,Indústria
34,10/04/1990,"Lago Dias
Nossa Senhora Aparecida
15474314 da Cunha de Ferreira / MG",Ceará,3068.27,Ensino Fundamental,2,Casado,Comércio
91,16/01/1933,"Residencial Araújo, 62
Camargos
18642-322 da Cunha / PE",Paraíba,4569.1,Ensino Superior,0,Divorciado,Comércio
31,13/11/1992,"Via de Cardoso, 25
Vila Jardim Alvorada
61356-780 Dias / PR",Ceará,7060.59,Ensino Médio,1,Casado,Comércio
46,31/12/1977,"Avenida de Martins, 1
Havaí
39964-564 da Rocha de Goiás / MG",Paraná,6499.37,Ensino Médio,0,Casado,Educação
42,14/06/1981,"Esplanada Nicole Ramos, 1
Pirineus
16217-566 Nascimento / DF",Maranhão,10841.99,Ensino Médio,2,Casado,Tecnologia
43,27/12/1980,"Setor Lívia da Cunha, 39
Vila Jardim Leblon
78049304 Silveira / PI",Acre,3383.72,Ensino Médio,3,Divorciado,Indústria
29,09/07/1994,"Loteamento Pedro Lucas Novaes, 7
Vila Atila De Paiva
07471543 da Rocha Paulista / RR",Bahia,14875.1,Ensino Superior,0,Solteiro,Tecnologia
53,28/05/1970,"Pátio Enzo Gabriel Carvalho, 59
Santa Maria
80420-554 Alves / CE",Bahia,17661.15,Ensino Superior,1,Solteiro,Tecnologia
18,29/03/2006,"Estação de Vieira, 55
Luxemburgo
55634180 Correia / RN",Pernambuco,3325.87,Ensino Médio,0,Casado,Educação
28,24/02/1996,"Vale de Vieira, 35
Vila São Geraldo
67688-711 da Luz / AM",Pará,6493.29,Pós-graduação,1,Casado,Educação
38,05/02/1986,"Largo Oliveira, 1
Vila Novo São Lucas
15531568 Nascimento da Serra / TO",Minas Gerais,6344.29,Ensino Médio,0,Casado,Educação
63,18/02/1961,"Conjunto Viana, 46
Mangueiras
52089173 Silva das Flores / SP",Sergipe,6354.93,Ensino Fundamental,0,Solteiro,Saúde
42,22/06/1981,"Conjunto Arthur Oliveira, 898
Nova Cintra
92124025 Fogaça de Silveira / MS",Piauí,9121.17,Ensino Médio,2,Casado,Indústria
41,11/06/1982,"Travessa Barros, 44
Vila Copasa
73189371 da Mota / PR",Paraná,5876.04,Ensino Médio,0,Viúvo,Educação
27,10/06/1996,"Vereda Ana Vitória Rodrigues, 78
Vila Pinho
44775-078 Oliveira / MS",Santa Catarina,8890.44,Ensino Médio,3,Solteiro,Tecnologia
35,10/06/1988,"Estrada da Rocha, 2
Betânia
54394-050 Silva / PI",Rio de Janeiro,9754.01,Ensino Superior,1,Solteiro,Educação
55,08/06/1968,"Viela de Azevedo, 19
São Lucas
47628079 Aragão / PI",Rio Grande do Sul,18503.41,Ensino Superior,0,Casado,Saúde
46,04/09/1977,"Núcleo Nina Gomes, 602
Copacabana
48313281 Araújo do Oeste / BA",Alagoas,11804.71,Ensino Médio,0,Casado,Saúde
23,09/09/2000,"Jardim Lopes, 796
Vila Pilar
63862958 Moura / GO",Goiás,4615.08,Ensino Médio,3,Casado,Educação
40,15/09/1983,"Lago Ian Oliveira, 419
Mirante
19092431 Cardoso de Minas / RO",Distrito Federal,7355.37,Ensino Médio,1,Casado,Educação
51,01/08/1972,"Parque Isabel Rocha, 79
Vila Nova Cachoeirinha 2ª Seção
22607924 Silva / RS",Acre,9620.01,Ensino Superior,1,Casado,Saúde
48,03/04/1976,"Colônia de Porto, 68
Sport Club
25032-098 da Cunha Paulista / PI",Ceará,10983.45,Ensino Médio,0,Casado,Saúde
42,02/09/1981,"Vale de Dias, 5
Sagrada Família
56725037 Silva / RO",Maranhão,9007.04,Ensino Superior,3,Casado,Comércio
19,12/09/2004,"Rodovia de Castro, 69
Vila Madre Gertrudes 3ª Seção
75360-814 Rodrigues / RR",Rio de Janeiro,8628.69,Pós-graduação,2,Solteiro,Tecnologia
48,06/08/1975,"Trevo João Vitor Freitas, 26
Jardim Dos Comerciarios
53762107 Sales / MS",Roraima,3778.81,Ensino Médio,0,Casado,Comércio
22,19/08/2001,"Estrada de da Costa, 4
Minas Caixa
38647851 Gonçalves / AC",Rio Grande do Norte,3212.94,Ensino Médio,1,Casado,Saúde
26,14/03/1998,"Vereda de Souza, 15
Ambrosina
85683821 Oliveira do Campo / RR",Amazonas,6491.9,Ensino Médio,2,Casado,Saúde
54,10/10/1969,"Lagoa Emanuelly Nogueira, 231
Jaraguá
81999-162 Aragão de Minas / BA",São Paulo,12207.28,Ensino Superior,0,Solteiro,Comércio
24,08/06/1999,"Residencial Isaac Jesus, 15
Barro Preto
24165310 Fernandes / PR",Tocantins,5957.93,Ensino Médio,1,Casado,Tecnologia
49,07/02/1975,"Via Raul Silva, 98
Beira Linha
77538-564 Alves / RR",Mato Grosso,3156.24,Ensino Fundamental,1,Casado,Saúde
36,01/09/1987,"Feira Lopes, 793
Graça
18704069 Novaes Grande / RJ",Amapá,6337.95,Ensino Médio,0,Viúvo,Tecnologia
35,27/09/1988,"Setor de Pires, 259
Serra Do Curral
93736768 da Rocha / SE",Piauí,9552.37,Ensino Médio,3,Divorciado,Tecnologia
24,01/12/1999,"Largo Barbosa, 400
Cardoso
16312-286 Ramos / SE",Amazonas,4027.42,Ensino Médio,2,Casado,Educação
30,15/04/1993,"Área Porto, 60
Caetano Furquim
75064-466 da Mata das Flores / RO",Rio de Janeiro,5700.28,Ensino Médio,0,Divorciado,Comércio
62,24/02/1962,"Recanto Aragão, 53
Vila Pilar
43378412 Dias / MG",Bahia,7140.01,Pós-graduação,1,Casado,Educação
30,29/05/1993,"Aeroporto Cardoso, 44
São Sebastião
92241-987 Correia de Caldeira / MA",Goiás,5741.97,Ensino Médio,0,Solteiro,Comércio
19,16/12/2004,"Quadra Rodrigo Duarte, 49
São Jorge 1ª Seção
00440991 Cardoso de Lima / AC",Espírito Santo,3881.76,Ensino Superior,1,Solteiro,Saúde
28,04/05/1995,"Alameda da Luz, 6
Lagoa
52277-574 Santos das Pedras / MA",Rio Grande do Sul,7250.99,Ensino Superior,1,Solteiro,Educação
44,20/01/1980,"Residencial Correia, 61
Vila Ouro Minas
15846846 Sales / RS",Amazonas,3679.69,Ensino Fundamental,3,Solteiro,Indústria
30,24/08/1993,"Chácara Pedro Souza, 288
Casa Branca
51432-441 Caldeira da Serra / BA",Tocantins,5275.76,Ensino Médio,0,Solteiro,Tecnologia
36,30/03/1988,"Quadra de Araújo, 18
Horto
05425800 Gomes das Pedras / RS",Mato Grosso,6223.03,Ensino Médio,1,Casado,Saúde
29,21/07/1994,"Setor de Nunes, 26
Aparecida
80302-530 Castro da Mata / PA",Maranhão,12305.5,Pós-graduação,0,Casado,Comércio
31,20/04/1992,"Esplanada Araújo
Juliana
55815609 Oliveira / CE",Mato Grosso,3423.78,Ensino Fundamental,0,Casado,Indústria
27,21/08/1996,"Estrada da Rosa, 5
Vila Independencia 3ª Seção
68399908 Azevedo / GO",Ceará,8212.64,Ensino Superior,4,Casado,Saúde
30,02/09/1993,"Estação Pires, 388
Marçola
67525-290 Novaes / AP",Roraima,3577.17,Ensino Fundamental,2,Casado,Comércio
56,29/02/1968,"Sítio de Almeida, 86
Cidade Nova
63045-083 Moraes / RS",Paraná,2538.99,Ensino Fundamental,0,Solteiro,Tecnologia
24,31/03/2000,"Praia Nascimento, 7
Conjunto Bonsucesso
96964829 Nunes / AM",Alagoas,4887.91,Ensino Fundamental,1,Casado,Saúde
42,08/07/1981,"Núcleo Melo, 417
Carlos Prates
00640-929 Silva de Santos / BA",Rio Grande do Norte,4337.96,Ensino Fundamental,1,Casado,Indústria
30,04/09/1993,"Viaduto Farias
Vila São Gabriel
03782840 Oliveira / ES",São Paulo,5703.53,Pós-graduação,1,Casado,Indústria
31,25/01/1993,"Trevo da Conceição, 44
Indaiá
26726-331 da Rocha / MS",Piauí,7367.86,Ensino Superior,0,Casado,Educação
22,10/05/2001,"Ladeira Luiz Felipe da Mata
Lagoinha
97055997 Araújo / AL",Bahia,4007.0,Ensino Médio,0,Casado,Tecnologia
42,14/11/1981,"Estrada Almeida, 45
Acaba Mundo
54958663 Barbosa de Aragão / MA",Sergipe,6567.94,Ensino Médio,0,Casado,Tecnologia
24,13/06/1999,"Favela Elisa Freitas, 68
Antonio Ribeiro De Abreu 1ª Seção
27474-171 Barros do Galho / AM",Mato Grosso do Sul,8071.17,Ensino Médio,1,Casado,Tecnologia
32,28/10/1991,"Trecho Diego Fernandes, 435
Bonsucesso
51513203 Moura da Serra / PA",Bahia,7991.74,Ensino Médio,2,Solteiro,Tecnologia
30,17/10/1993,"Passarela de da Paz, 5
Copacabana
18768655 Campos / PA",Acre,6496.63,Ensino Médio,0,Casado,Indústria
63,25/01/1961,"Núcleo de Castro, 31
Vila Fumec
32137-404 da Mota do Campo / RR",Piauí,12739.58,Ensino Médio,3,Casado,Saúde
20,03/05/2003,"Passarela da Rosa, 13
Vila Ecológica
31860496 da Conceição da Praia / MG",Pernambuco,7827.79,Ensino Superior,0,Casado,Comércio
43,22/07/1980,"Lagoa Henrique Moreira, 46
Marçola
65982-734 Silveira / PR",Bahia,7296.25,Ensino Médio,2,Casado,Indústria
50,28/03/1974,"Quadra Bryan Moreira
Alta Tensão 2ª Seção
26188-587 da Costa / AC",Paraná,3192.85,Ensino Médio,0,Casado,Indústria
52,31/07/1971,"Esplanada Pedro Henrique Ramos, 34
Vila Calafate
57192217 Santos de da Rosa / SP",Pernambuco,2489.99,Ensino Fundamental,0,Solteiro,Comércio
41,23/05/1982,"Ladeira Bryan Moura, 8
Vila São Francisco
72214-495 Carvalho / MG",Pernambuco,7808.37,Ensino Superior,0,Casado,Educação
19,07/01/2005,"Favela Rodrigo Araújo, 344
Jardim Dos Comerciarios
83952-281 Nogueira do Galho / PR",Acre,4244.48,Ensino Médio,1,Solteiro,Tecnologia
57,22/03/1967,"Vereda de Barbosa, 316
Estrela
06971877 Pereira das Flores / PA",Tocantins,4800.74,Ensino Fundamental,0,Casado,Indústria
63,31/03/1961,"Pátio Melo, 92
Satelite
74916-351 Nunes do Norte / SE",Paraíba,18850.59,Pós-graduação,0,Casado,Educação
50,03/06/1973,"Lago Vitor Hugo Melo, 13
Das Industrias I
74862630 Gonçalves / AC",Rio Grande do Sul,4380.67,Ensino Fundamental,1,Solteiro,Comércio
34,01/02/1990,"Avenida de Gonçalves, 18
Ernesto Nascimento
09354-837 Aragão / MT",Pará,15631.92,Ensino Superior,1,Divorciado,Tecnologia
43,01/08/1980,"Viaduto Freitas, 43
Vila Da Paz
70884930 Carvalho / TO",Rio Grande do Norte,5636.41,Ensino Médio,0,Solteiro,Educação
32,03/01/1992,"Loteamento da Rosa
Vila Paris
70907822 Sales / SE",Rio Grande do Sul,2964.24,Ensino Fundamental,2,Solteiro,Saúde
31,24/01/1993,"Esplanada Vieira, 3
Floresta
91052557 Porto da Serra / RO",Mato Grosso do Sul,6439.54,Ensino Superior,1,Casado,Comércio
44,14/04/1979,"Rua de da Luz, 9
Cinquentenário
49367-274 Vieira / PI",Piauí,7338.36,Ensino Superior,1,Casado,Comércio
52,24/04/1971,"Núcleo de Pinto, 8
Senhor Dos Passos
49129558 Ramos / PE",Bahia,8427.19,Ensino Médio,0,Casado,Saúde
54,19/09/1969,"Praça Arthur da Mata, 6
Monsenhor Messias
72818470 Cunha / RN",Bahia,6074.18,Ensino Fundamental,3,Divorciado,Indústria
31,13/08/1992,"Área Felipe Freitas, 55
Monsenhor Messias
97331950 Freitas do Amparo / RJ",Roraima,2940.44,Ensino Médio,0,Solteiro,Saúde
19,16/07/2004,"Sítio Rocha, 749
São Salvador
52888016 Alves do Amparo / AP",Acre,4044.86,Ensino Médio,1,Casado,Comércio
39,09/08/1984,"Favela de da Rosa, 36
São Damião
41403-091 Peixoto / DF",Alagoas,3434.3,Ensino Fundamental,1,Divorciado,Tecnologia
56,23/09/1967,"Praça Fernandes, 91
Vila Puc
47906-623 Silveira do Sul / GO",Goiás,11541.87,Ensino Médio,2,Solteiro,Tecnologia
35,07/03/1989,"Recanto de Cavalcanti, 24
Caetano Furquim
72123-792 da Rosa Paulista / AC",Maranhão,3365.27,Ensino Médio,0,Casado,Educação
33,18/06/1990,"Favela Rodrigo da Cruz, 235
Vila Ipiranga
70834130 Cardoso / RO",Maranhão,8145.94,Ensino Médio,1,Solteiro,Indústria
27,06/03/1997,"Ladeira Alice Fogaça
Apolonia
81058304 Caldeira / RO",Rio Grande do Norte,6449.41,Ensino Médio,0,Casado,Indústria
30,02/05/1993,"Praia de Ribeiro, 71
Vila Puc
97191413 da Conceição / DF",Rio de Janeiro,2520.74,Ensino Fundamental,1,Casado,Comércio
33,18/09/1990,"Colônia de Barbosa, 20
Vila Havaí
44140110 Porto / RR",Minas Gerais,5788.06,Ensino Superior,1,Solteiro,Comércio
22,14/10/2001,"Pátio de Azevedo, 236
Barro Preto
33226353 Correia Paulista / SC",Rio Grande do Norte,2684.24,Ensino Médio,1,Casado,Saúde
44,24/03/1980,"Rua Ramos
Califórnia
36428549 Farias de Goiás / SE",Acre,7966.93,Ensino Médio,2,Solteiro,Saúde
34,29/10/1989,"Favela Nogueira
Heliopolis
79875355 Silva da Serra / RJ",Rio Grande do Sul,6469.59,Ensino Médio,4,Casado,Saúde
61,08/06/1962,"Estação de Barros, 65
Salgado Filho
85748179 Barros de Cavalcanti / SC",Mato Grosso do Sul,11460.93,Ensino Médio,0,Divorciado,Comércio
19,09/05/2004,"Morro Correia
Solar Do Barreiro
83423669 Pires / MG",Espírito Santo,3946.14,Ensino Médio,1,Solteiro,Saúde
48,07/09/1975,"Condomínio de Nogueira
Europa
27413-608 Nogueira / AP",Rio Grande do Sul,6780.27,Ensino Médio,2,Solteiro,Indústria
38,13/07/1985,"Vale Maria Julia Sales, 50
Marilandia
24055632 Vieira de Cunha / RJ",Mato Grosso do Sul,7101.13,Ensino Médio,4,Solteiro,Indústria
45,25/05/1978,"Setor de Carvalho, 7
Virgínia
94599-992 Barros Verde / GO",Paraíba,4973.46,Ensino Fundamental,2,Casado,Saúde
48,01/01/1976,"Aeroporto Cardoso, 54
Ernesto Nascimento
33599838 Cardoso de Sales / SP",Roraima,9052.9,Pós-graduação,1,Casado,Comércio
31,21/07/1992,"Viaduto Nascimento, 57
Conjunto Serra Verde
53051349 Campos Alegre / MT",Santa Catarina,7252.9,Ensino Superior,1,Solteiro,Indústria
37,15/03/1987,"Conjunto Rocha, 233
Vila Havaí
87034-829 Porto / MS",Bahia,4968.38,Ensino Médio,0,Solteiro,Saúde
90,01/03/1934,"Loteamento Davi Lucca Azevedo, 14
Laranjeiras
11574628 Teixeira das Flores / MS",Alagoas,3768.99,Ensino Médio,3,Solteiro,Tecnologia
57,12/12/1966,"Conjunto Nascimento, 23
João Alfredo
51929-519 Castro / AP",Alagoas,6095.04,Ensino Médio,1,Casado,Comércio
51,26/03/1973,"Rua Cauê Costela
Monte São José
45335200 Fogaça / RN",Espírito Santo,6122.59,Pós-graduação,1,Casado,Indústria
48,24/02/1976,"Ladeira de Caldeira, 49
São Benedito
15633-597 Novaes / PE",Santa Catarina,4137.95,Ensino Fundamental,2,Casado,Indústria
23,08/01/2001,"Esplanada Pietra da Cunha, 152
Minas Brasil
50689-892 Almeida / AC",Pará,3213.5,Ensino Médio,2,Solteiro,Indústria
29,08/06/1994,"Largo de da Rosa, 76
Barão Homem De Melo 2ª Seção
85487-062 Jesus do Sul / ES",São Paulo,3223.18,Ensino Médio,1,Casado,Indústria
48,21/01/1976,"Alameda Clara Nascimento, 70
Itaipu
90682202 Dias / MT",Goiás,4790.04,Ensino Superior,3,Casado,Educação
59,29/06/1964,"Trecho Henrique Moreira, 714
Serra
76304-430 Moreira / PI",Rio Grande do Sul,10574.4,Ensino Superior,3,Divorciado,Comércio
32,22/04/1991,"Distrito Brenda Novaes, 80
Heliopolis
24550968 da Rosa / RR",Rio Grande do Sul,7627.68,Ensino Médio,1,Casado,Comércio
46,18/02/1978,"Fazenda Isis das Neves, 8
Nossa Senhora Da Conceição
62129-144 Alves / GO",Mato Grosso,10193.13,Ensino Médio,0,Divorciado,Tecnologia
53,10/09/1970,"Área Correia, 648
Conjunto Santa Maria
44500-448 Gomes / GO",Paraná,10192.33,Ensino Superior,1,Casado,Indústria
32,17/12/1991,"Parque Olivia Sales, 771
Jardim Felicidade
94935-005 Cardoso da Serra / PB",Pará,8825.85,Ensino Médio,2,Casado,Tecnologia
30,06/06/1993,"Rodovia de Monteiro, 77
Cruzeiro
20582-248 Aragão / MT",Paraná,5132.76,Ensino Médio,0,Casado,Educação
